"Specie","Author1","Author2"
"Fabaceae",NA,NA
"Abarema cochleata var. cochleata","(Willd.) Barneby & J.W.Grimes",NA
"Abarema cochliacarpos","(Gomes) Barneby & J.W.Grimes",NA
"Abarema filamentosa","(Benth.) Pittier",NA
"Abarema langsdorffii","(Benth.) Barneby & J.W.Grimes",NA
"Acosmium diffusissimum","(Mohlenbr.) Yakovlev",NA
"Aeschynomene americana var. glandulosa","L.","(Poir.) Rudd"
"Aeschynomene falcata var. falcata","(Poir.) DC.",NA
"Aeschynomene marginata var. grandiflora","Benth.","Benth."
"Aeschynomene marginata var. marginata","Benth.",NA
"Aeschynomene martii","Benth.",NA
"Aeschynomene mollicula","Kunth",NA
"Aeschynomene mollicula var. breviflora","Kunth","Rudd"
"Aeschynomene mollicula var. mollicula","Kunth",NA
"Aeschynomene rostrata","Benth.",NA
"Aeschynomene scabra","G.Don",NA
"Aeschynomene sensitiva var. hispidula","Sw.","(Kunth) Rudd"
"Aeschynomene soniae","G.P.Lewis",NA
"Aeschynomene viscidula","Michx.",NA
"Albizia polycephala","(Benth.) Killip ex Record",NA
"Anadenanthera colubrina","(Vell.) Brenan",NA
"Anadenanthera colubrina var. cebil","(Vell.) Brenan","(Griseb.) Altschul"
"Anadenanthera colubrina var. colubrina","(Vell.) Brenan",NA
"Anadenanthera peregrina var. falcata","(L.) Speg.","(Benth.) Altschul"
"Andira carvalhoi","R.T.Penn. & H.C.Lima",NA
"Andira marauensis","N.F.Mattos",NA
"Andira nitida","Mart. ex Benth.",NA
"Arachis dardani","Krapov. & W.C.Greg.",NA
"Arachis pusilla","Benth.",NA
"Arachis triseminata","Krapov. & W.C.Greg.",NA
"Arapatiella emarginata","R.S.Cowan",NA
"Arapatiella psilophylla","(Harms) R.S.Cowan",NA
"Ateleia venezuelensis","Mohlenbr.",NA
"Bauhinia integerrima","Mart. ex Benth.",NA
"Blanchetiodendron",NA,NA
"Blanchetiodendron blanchetii","(Benth.) Barneby & J.W.Grimes",NA
"Brodriguesia",NA,NA
"Brodriguesia santosii","R.S.Cowan",NA
"Calliandra aeschynomenoides","Benth.",NA
"Calliandra asplenioides","(Nees) Renvoize",NA
"Calliandra bahiana","Renvoize",NA
"Calliandra bahiana var. bahiana","Renvoize",NA
"Calliandra bahiana var. erythematosa","Renvoize","Barneby"
"Calliandra bella","Benth.",NA
"Calliandra blanchetii","Benth.",NA
"Calliandra calycina","Benth.",NA
"Calliandra coccinea","Renvoize",NA
"Calliandra coccinea var. coccinea","Renvoize",NA
"Calliandra coccinea var. trimera","Renvoize","Barneby"
"Calliandra crassipes","Benth.",NA
"Calliandra debilis","Renvoize",NA
"Calliandra depauperata","Benth.",NA
"Calliandra duckei","Barneby",NA
"Calliandra dysantha","Benth.",NA
"Calliandra dysantha var. dysantha","Benth.",NA
"Calliandra elegans","Renvoize",NA
"Calliandra erubescens","Renvoize",NA
"Calliandra feioana","Renvoize",NA
"Calliandra fernandesii","Barneby",NA
"Calliandra fuscipila","Harms",NA
"Calliandra ganevii","Barneby",NA
"Calliandra germana","Barneby",NA
"Calliandra harrisii","(Lindl.) Benth.",NA
"Calliandra hirsuticaulis","Harms",NA
"Calliandra hirtiflora","Benth.",NA
"Calliandra hirtiflora var. hirtiflora","Benth.",NA
"Calliandra hirtiflora var. ripicola","Benth.","Barneby"
"Calliandra hygrophila","Mackinder & G.P.Lewis",NA
"Calliandra imperialis","Barneby",NA
"Calliandra involuta","Mackinder & G.P.Lewis",NA
"Calliandra lanata","Benth.",NA
"Calliandra leptopoda","Benth.",NA
"Calliandra lintea","Barneby",NA
"Calliandra longipinna","Benth.",NA
"Calliandra luetzelburgii","Harms",NA
"Calliandra macrocalyx","Harms",NA
"Calliandra macrocalyx var. aucta","Harms","Barneby"
"Calliandra macrocalyx var. macrocalyx","Harms",NA
"Calliandra mucugeana","Renvoize",NA
"Calliandra nebulosa","Barneby",NA
"Calliandra parvifolia","(Hook. & Arn.) Speg.",NA
"Calliandra paterna","Barneby",NA
"Calliandra pilgerana","Harms",NA
"Calliandra renvoizeana","Barneby",NA
"Calliandra semisepulta","Barneby",NA
"Calliandra sincorana","Harms",NA
"Calliandra squarrosa","Benth.",NA
"Calliandra stelligera","Barneby",NA
"Calliandra subspicata","Benth.",NA
"Calliandra ulei","Harms",NA
"Calliandra viscidula","Benth.",NA
"Canavalia cassidea","G.P.Lewis",NA
"Canavalia parviflora","Benth.",NA
"Cassia ferruginea var. velloziana","(Schrad.) Schrad. ex DC.","H.S.Irwin & Barneby"
"Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA
"Centrolobium robustum","(Vell.) Mart. ex Benth.",NA
"Centrosema brasilianum var. brasilianum","(L.) Benth.",NA
"Centrosema sagittatum","(Humb. & Bonpl. ex Willd.) Brandegee",NA
"Chaetocalyx acutifolia","(Vogel) Benth.",NA
"Chamaecrista acosmifolia var. euryloba","(Mart. ex Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista amabilis","H.S.Irwin & Barneby",NA
"Chamaecrista amorimii","Barneby",NA
"Chamaecrista aspidiifolia","H.S.Irwin",NA
"Chamaecrista aspleniifolia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista barbata","(Nees & Mart.) H.S.Irwin & Barneby",NA
"Chamaecrista belemii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista belemii var. belemii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista belemii var. paludicola","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista carobinha","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista compitalis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista desvauxii var. latifolia","(Collad.) Killip","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista desvauxii var. mollissima","(Collad.) Killip","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista duartei","(H.S.Irwin) H.S.Irwin & Barneby",NA
"Chamaecrista duckeana","(P.Bezerra & Afr.Fern.) H.S.Irwin & Barneby",NA
"Chamaecrista eitenorum var. eitenorum","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista eitenorum var. regana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista glandulosa var. brasiliensis","(L.) Greene","(Vogel) H.S.Irwin & Barneby"
"Chamaecrista rotundifolia var. grandiflora","(Pers.) Greene","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista salvatoris","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista swainsonii","(Benth.) H.S.Irwin & Barneby",NA
"Chloroleucon dumosum","(Benth.) G.P.Lewis",NA
"Chloroleucon extortum","Barneby & J.W.Grimes",NA
"Chloroleucon tortum","(Mart.) Pittier",NA
"Clitoria guianensis var. guianensis","(Aubl.) Benth.",NA
"Clitoria selloi","Benth.",NA
"Copaifera majorina","Dwyer",NA
"Coursetia vicioides","(Nees & Mart.) Benth.",NA
"Cranocarpus",NA,NA
"Cranocarpus gracilis","Afr.Fern. & P.Bezerra",NA
"Cranocarpus martii","Benth.",NA
"Cranocarpus mezii","Taub.",NA
"Cratylia hypargyrea","Mart. ex Benth.",NA
"Cratylia mollis","Mart. ex Benth.",NA
"Crotalaria bahiensis","Windler & S.G.Skinner",NA
"Crotalaria holosericea","Nees & Mart.",NA
"Crotalaria incana var. incana","L.",NA
"Crotalaria juncea","L.",NA
"Crotalaria subdecurrens","Mart. ex Benth.",NA
"Crotalaria verrucosa","L.",NA
"Dalbergia catingicola","Harms",NA
"Desmanthus",NA,NA
"Desmanthus leptophyllus","Kunth",NA
"Desmanthus pernambucanus","(L.) Thell.",NA
"Desmanthus virgatus","(L.) Willd.",NA
"Desmodium glabrum","(Mill.) DC.",NA
"Dioclea lasiophylla","Mart. ex Benth.",NA
"Dioclea marginata","Benth.",NA
"Discolobium hirtum","Benth.",NA
"Eriosema venulosum","Benth.",NA
"Exostyles venusta","Schott",NA
"Galactia marginalis","Benth.",NA
"Galactia pretiosa var. pretiosa","Burkart",NA
"Geoffroea spinosa","Jacq.",NA
"Guibourtia",NA,NA
"Hymenolobium alagoanum var. alagoanum","Ducke",NA
"Indigofera blanchetiana","Benth.",NA
"Inga aptera","(Vinha) T.D.Penn.",NA
"Inga blanchetiana","Benth.",NA
"Inga bollandii","Sprague & Sandwith",NA
"Inga ciliata subsp. ciliata","C.Presl",NA
"Inga congesta","T.D.Penn.",NA
"Inga exfoliata","T.D.Penn. & F.C.P.García",NA
"Inga grazielae","(Vinha) T.D.Penn.",NA
"Inga hispida","Schott ex Benth.",NA
"Inga leptantha","Benth.",NA
"Inga pedunculata","(Vinha) T.D.Penn.",NA
"Inga pleiogyna","T.D.Penn.",NA
"Inga sertulifera subsp. sertulifera","DC.",NA
"Inga subnuda","Salzm. ex Benth.",NA
"Inga subnuda subsp. luschnathiana","Salzm. ex Benth.","(Benth.) T.D.Penn."
"Inga subnuda subsp. subnuda","Salzm. ex Benth.",NA
"Inga suborbicularis","T.D.Penn.",NA
"Inga tenuis","(Vell.) Mart.",NA
"Inga unica","Barneby & J.W.Grimes",NA
"Inga vulpina","Mart. ex Benth.",NA
"Lablab",NA,NA
"Lablab purpureus","(L.) Sweet",NA
"Lonchocarpus praecox","Mart. ex Benth.",NA
"Luetzelburgia bahiensis","Yakovlev",NA
"Machaerium floridum","(Mart. ex Benth.) Ducke",NA
"Machaerium leucopterum","Vogel",NA
"Machaerium oblongifolium","Vogel",NA
"Machaerium pedicellatum","Vogel",NA
"Machaerium salzmannii","Benth.",NA
"Macrolobium latifolium","Vogel",NA
"Macroptilium martii","(Benth.) Maréchal & Baudet",NA
"Macroptilium panduratum","(Mart. ex Benth.) Maréchal & Baudet",NA
"Mimosa adenocarpa","Benth.",NA
"Mimosa arenosa","(Willd.) Poir.",NA
"Mimosa arenosa var. arenosa","(Willd.) Poir.",NA
"Mimosa aurivillus","Mart.",NA
"Mimosa aurivillus var. aurivillus","Mart.",NA
"Mimosa aurivillus var. sordescens","Mart.","Benth."
"Mimosa bimucronata","(DC.) Kuntze",NA
"Mimosa bimucronata var. bimucronata","(DC.) Kuntze",NA
"Mimosa blanchetii","Benth.",NA
"Mimosa borboremae","Harms",NA
"Mimosa brachycarpa","Benth.",NA
"Mimosa brevipinna","Benth.",NA
"Mimosa burchellii","Benth.",NA
"Mimosa caesalpiniifolia","Benth.",NA
"Mimosa campicola","Harms",NA
"Mimosa campicola var. campicola","Harms",NA
"Mimosa campicola var. planipes","Harms","Barneby"
"Mimosa carvalhoi","Barneby",NA
"Mimosa ceratonia var. pseudo-obovata","L.","(Taub.) Barneby"
"Mimosa cordistipula","Benth.",NA
"Mimosa coruscocaesia","Barneby",NA
"Mimosa crumenarioides","L.P.Queiroz & G.P.Lewis",NA
"Mimosa dichroa","Barneby ex G.P.Lewis",NA
"Mimosa distans","Benth.",NA
"Mimosa elliptica","Benth.",NA
"Mimosa extensa","Benth.",NA
"Mimosa extensa var. extensa","Benth.",NA
"Mimosa foliolosa","Benth.",NA
"Mimosa gemmulata","Barneby",NA
"Mimosa glaucula","Barneby",NA
"Mimosa guaranitica","Chodat & Hassl.",NA
"Mimosa hexandra","Micheli",NA
"Mimosa hirsuticaulis","Harms",NA
"Mimosa hirsutissima","Mart.",NA
"Mimosa hirsutissima var. barbigera","Mart.","(Benth.) Barneby"
"Mimosa hirsutissima var. grossa","Mart.","Barneby"
"Mimosa hirsutissima var. hirsutissima","Mart.",NA
"Mimosa honesta","Mart.",NA
"Mimosa hortensis","Barneby",NA
"Mimosa hypoglauca","Mart.",NA
"Mimosa hypoglauca var. allostegia","Mart.","Barneby"
"Mimosa hypoglauca var. hypoglauca","Mart.",NA
"Mimosa irrigua","Barneby",NA
"Mimosa leptantha","Benth.",NA
"Mimosa lewisii","Barneby",NA
"Mimosa medioxima","Barneby",NA
"Mimosa melanocarpa","Benth.",NA
"Mimosa mensicola","Barneby",NA
"Mimosa miranda","Barneby",NA
"Mimosa misera","Benth.",NA
"Mimosa misera var. misera","Benth.",NA
"Mimosa misera var. subinermis","Benth.","(Benth.) Barneby"
"Mimosa modesta","Mart.",NA
"Mimosa modesta var. modesta","Mart.",NA
"Mimosa modesta var. ursinoides","Mart.","(Harms) Barneby"
"Mimosa niomarlei","Afr.Fern.",NA
"Mimosa nothopteris","Barneby",NA
"Mimosa ophthalmocentra","Mart. ex Benth.",NA
"Mimosa palmetorum","Barneby",NA
"Mimosa pigra var. dehiscens","L.","(Barneby) Glazier & Mackinder"
"Mimosa piscatorum","Barneby",NA
"Mimosa pithecolobioides","Benth.",NA
"Mimosa poculata","Barneby",NA
"Mimosa polycephala","Benth.",NA
"Mimosa polycephala var. polycephala","Benth.",NA
"Mimosa polydidyma","Barneby",NA
"Mimosa pseudosepiaria","Harms",NA
"Mimosa pudica var. hispida","L.","Brenan"
"Mimosa sensitiva var. malitiosa","L.","(Mart.) Barneby"
"Mimosa sericantha","Benth.",NA
"Mimosa setuligera","Harms",NA
"Mimosa subenervis","Benth.",NA
"Mimosa tarda","Barneby",NA
"Mimosa tenuiflora","(Willd.) Poir.",NA
"Mimosa ulbrichiana","Harms",NA
"Mimosa xiquexiquensis","Barneby",NA
"Moldenhawera blanchetiana var. blanchetiana","Tul.",NA
"Moldenhawera brasiliensis","Yakovlev",NA
"Moldenhawera floribunda","Schrad.",NA
"Moldenhawera nutans","L.P.Queiroz et al.",NA
"Ormosia bahiensis","Monach.",NA
"Ormosia nitida","Vogel",NA
"Parapiptadenia",NA,NA
"Parapiptadenia blanchetii","(Benth.) Vaz & M.P.Lima",NA
"Parapiptadenia ilheusana","G.P.Lewis",NA
"Parapiptadenia pterosperma","(Benth.) Brenan",NA
"Parapiptadenia zehntneri","(Harms) M.P.Lima & H.C.Lima",NA
"Peltogyne pauciflora","Benth.",NA
"Peltophorum dubium var. dubium","(Spreng.) Taub.",NA
"Piptadenia adiantoides","(Spreng.) J.F.Macbr.",NA
"Piptadenia irwinii","G.P.Lewis",NA
"Piptadenia irwinii var. irwinii","G.P.Lewis",NA
"Piptadenia irwinii var. unijuga","G.P.Lewis","G.P.Lewis"
"Piptadenia killipii","J.F.Macbr.",NA
"Piptadenia killipii var. cacaophila","J.F.Macbr.","G.P.Lewis"
"Piptadenia loefgreniana","Hoehne",NA
"Piptadenia ramosissima","Benth.",NA
"Piptadenia santosii","Barneby ex G.P.Lewis",NA
"Piptadenia trisperma","(Vell.) Benth.",NA
"Platymiscium floribundum var. floribundum","Vogel",NA
"Platymiscium floribundum var. obtusifolium","Vogel","(Harms) Klitg."
"Platymiscium pubescens subsp. pubescens","Micheli",NA
"Platymiscium speciosum","Vogel",NA
"Poecilanthe falcata","(Vell.) Heringer",NA
"Poecilanthe grandiflora","Benth.",NA
"Poecilanthe ulei","(Harms) Arroyo & Rudd",NA
"Prosopis",NA,NA
"Prosopis juliflora","(Sw.) DC.",NA
"Prosopis ruscifolia","Griseb.",NA
"Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA
"Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima",NA
"Pterocarpus monophyllus","B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",NA
"Pterocarpus villosus","(Mart. ex Benth.) Benth.",NA
"Pterocarpus zehntneri","Harms",NA
"Rhynchosia edulis","Griseb.",NA
"Rhynchosia reticulata var. kuntzei","(Sw.) DC.","(Harms ex Kuntze) Grear"
"Schizolobium parahyba var. parahyba","(Vell.) Blake",NA
"Senna acutisepala","(Benth.) H.S.Irwin & Barneby",NA
"Senna angulata var. miscadena","(Vogel) H.S.Irwin & Barneby","(Vogel) H.S.Irwin & Barneby"
"Senna appendiculata","(Vogel) Wiersema",NA
"Senna aversiflora","(Herb.) H.S.Irwin & Barneby",NA
"Senna bacillaris var. bacillaris","(L.f.) H.S.Irwin & Barneby",NA
"Senna cana var. phyllostegia","(Nees & Mart.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna cana var. pilosula","(Nees & Mart.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna formosa","H.S.Irwin & Barneby",NA
"Senna harleyi","H.S.Irwin & Barneby",NA
"Senna macranthera var. pudibunda","(DC. ex Collad.) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Senna martiana","(Benth.) H.S.Irwin & Barneby",NA
"Senna neglecta var. grandiflora","(Vogel) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna pendula var. dolichandra","(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna phlebadenia","H.S.Irwin & Barneby",NA
"Senna pinheiroi","H.S.Irwin & Barneby",NA
"Senna polyphylla","(Jacq.) H.S.Irwin & Barneby",NA
"Senna polyphylla var. polyphylla","(Jacq.) H.S.Irwin & Barneby",NA
"Senna sophera","(L.) Roxb.",NA
"Senna subtrijuga","H.S.Irwin & Barneby",NA
"Senna uniflora","(Mill.) H.S.Irwin & Barneby",NA
"Sesbania emerus","(Aubl.) Urb.",NA
"Sesbania sesban var. bicolor","(L.) Merr.","(Wight & Arn.) F.W.Andrews"
"Sesbania virgata","(Cav.) Pers.",NA
"Sophora",NA,NA
"Sophora tomentosa","L.",NA
"Sophora tomentosa subsp. occidentalis","L.","(L.) Brummitt"
"Stryphnodendron adstringens","(Mart.) Coville",NA
"Stylosanthes hamata","(L.) Taub.",NA
"Stylosanthes seabrana","B.L.Maass & 't Mannetje",NA
"Swartzia apetala var. blanchetii","Raddi","(Benth.) R.S.Cowan"
"Swartzia apetala var. glabra","Raddi","(Vogel) R.S.Cowan"
"Swartzia curranii","R.S.Cowan",NA
"Swartzia langsdorffii","Raddi",NA
"Swartzia macrostachya var. riedelii","Benth.","R.S.Cowan"
"Swartzia micrantha","R.S.Cowan",NA
"Swartzia myrtifolia var. elegans","Sm.","(Schott) R.S.Cowan"
"Swartzia pickelii","Killip ex Ducke",NA
"Swartzia pinheiroana","R.S.Cowan",NA
"Swartzia simplex var. grandiflora","(Sw.) Spreng.","(Raddi) R.S.Cowan"
"Tachigali multijuga","Benth.",NA
"Tephrosia noctiflora","Bojer ex Baker",NA
"Teramnus uncinatus","(L.) Sw.",NA
"Trischidium limae","(R.S.Cowan) H.E.Ireland",NA
"Trischidium molle","(Benth.) H.E.Ireland",NA
"Vataireopsis araroba","(Aguiar) Ducke",NA
"Vigna halophila","(Piper) Maréchal et al.",NA
"Vigna marina","(Burm.) Merr.",NA
"Zapoteca filipes","(Benth.) H.M.Hern.",NA
"Zollernia glabra","(Spreng.) Yakovlev",NA
"Zollernia modesta","A.M.Carvalho & Barneby",NA
"Zornia afranioi","Vanni",NA
"Zornia brasiliensis var. brasiliensis","Vogel",NA
"Zornia echinocarpa","(Moric.ex Meisn.) Benth.",NA
"Zornia harmsiana","Standl.",NA
"Zornia myriadena","Benth.",NA
"Zornia orbiculata","Mohlenbr.",NA
"Zornia tenuifolia","Moric.",NA
"Zygia latifolia var. glabrata","(L.) Fawc. & Rendle","(Mart.) Barneby & J.W.Grimes"
"Abarema",NA,NA
"Abarema acreana","(J.F.Macbr.) L.Rico",NA
"Hydrochorea",NA,NA
"Abarema floribunda","(Spruce ex Benth.) Barneby & J.W.Grimes",NA
"Abarema jupunba","(Willd.) Britton & Killip",NA
"Abarema jupunba var. jupunba","(Willd.) Britton & Killip",NA
"Abarema laeta","(Benth.) Barneby & J.W.Grimes",NA
"Pithecellobium",NA,NA
"Acacia",NA,NA
"Aeschynomene",NA,NA
"Aeschynomene americana","L.",NA
"Amburana",NA,NA
"Amburana acreana","(Ducke) A.C.Sm.",NA
"Amburana cearensis","(Allemão) A.C.Sm.",NA
"Anadenanthera",NA,NA
"Anadenanthera peregrina","(L.) Speg.",NA
"Piptadenia",NA,NA
"Andira",NA,NA
"Andira inermis","(W.Wright) DC.",NA
"Andira inermis subsp. inermis","(W.Wright) DC.",NA
"Andira macrothyrsa","Ducke",NA
"Andira multistipula","Ducke",NA
"Andira surinamensis","(Bondt) Splitg. ex Amshoff",NA
"Geoffroea",NA,NA
"Andira vermifuga","(Mart.) Benth.",NA
"Apuleia",NA,NA
"Apuleia leiocarpa","(Vogel) J.F.Macbr.",NA
"Arachis",NA,NA
"Arachis hypogaea","L.",NA
"Inga",NA,NA
"Barnebydendron",NA,NA
"Barnebydendron riedelii","(Tul.) J.H.Kirkbr.",NA
"Batesia",NA,NA
"Batesia floribunda","Spruce ex Benth.",NA
"Bauhinia",NA,NA
"Bauhinia acreana","Harms",NA
"Bauhinia brachycalyx","Ducke",NA
"Bauhinia conwayi","Rusby",NA
"Bauhinia longicuspis","Benth.",NA
"Bauhinia tarapotensis","Benth.",NA
"Bauhinia ungulata","L.",NA
"Bauhinia urocalyx","Harms",NA
"Bowdichia",NA,NA
"Bowdichia nitida","Spruce ex Benth.",NA
"Browneopsis",NA,NA
"Browneopsis peruviana","(J.F.Macbr.) Klitg.",NA
"Brownea",NA,NA
"Caesalpinia",NA,NA
"Caesalpinia pulcherrima","(L.) Sw.",NA
"Calliandra",NA,NA
"Calliandra surinamensis","Benth.",NA
"Calliandra trinervia","Benth.",NA
"Calliandra trinervia var. paniculans","Benth.","Barneby"
"Calliandra trinervia var. trinervia","Benth.",NA
"Calopogonium",NA,NA
"Calopogonium caeruleum","(Benth.) C.Wright",NA
"Calopogonium mucunoides","Desv.",NA
"Canavalia",NA,NA
"Canavalia brasiliensis","Mart. ex Benth.",NA
"Canavalia grandiflora","Benth.",NA
"Canavalia sericophylla","Ducke",NA
"Cassia",NA,NA
"Cassia fastuosa","Willd. ex Benth.",NA
"Cassia fastuosa var. calva","Willd. ex Benth.","H.S.Irwin & Barneby"
"Cassia leiandra","Benth.",NA
"Cassia midas","H.S.Irwin & Barneby",NA
"Cedrelinga",NA,NA
"Cedrelinga cateniformis","(Ducke) Ducke",NA
"Centrolobium",NA,NA
"Centrosema",NA,NA
"Centrosema pubescens","Benth.",NA
"Centrosema tapirapoanense","Hoehne",NA
"Chaetocalyx brasiliensis","(Vogel) Benth.",NA
"Chaetocalyx klugii","Rudd",NA
"Chamaecrista",NA,NA
"Chamaecrista nictitans","(L.) Moench",NA
"Chloroleucon",NA,NA
"Chloroleucon mangense","(Jacq.) Britton & Rose",NA
"Chloroleucon mangense var. mathewsii","(Jacq.) Britton & Rose","(Benth.) Barneby & J.W.Grimes"
"Chloroleucon tenuiflorum","(Benth.) Barneby & J.W.Grimes",NA
"Clitoria",NA,NA
"Clitoria amazonum","Mart. ex Benth.",NA
"Clitoria arborea","Benth.",NA
"Clitoria arborea var. arborea","Benth.",NA
"Clitoria arborea var. pseudoamazonica","Benth.","Fantz"
"Clitoria falcata","Lam.",NA
"Clitoria flexuosa","Fantz",NA
"Clitoria nervosa","Herzog",NA
"Barbieria",NA,NA
"Barbieria pinnata","(Pers.) Baill.",NA
"Clitoria ternatea","L.",NA
"Copaifera",NA,NA
"Copaifera langsdorffii","Desf.",NA
"Copaifera paupera","(Herzog) Dwyer",NA
"Copaifera reticulata","Ducke",NA
"Cratylia",NA,NA
"Cratylia argentea","(Desv.) Kuntze",NA
"Crotalaria",NA,NA
"Crotalaria pallida","Aiton",NA
"Crudia",NA,NA
"Crudia glaberrima","(Steud.) J.F.Macbr.",NA
"Cymbosema",NA,NA
"Cymbosema roseum","Benth.",NA
"Dalbergia",NA,NA
"Dalbergia frutescens","(Vell.) Britton",NA
"Dalbergia gracilis","Benth.",NA
"Dalbergia grandistipula","A.M.Carvalho",NA
"Dalbergia iquitosensis","Harms",NA
"Dalbergia miscolobium","Benth.",NA
"Dalbergia nigra","(Vell.) Allemão ex Benth.",NA
"Dalbergia riedelii","(Benth.) Sandwith",NA
"Dalbergia riparia","(Mart. ex Benth.) Benth.",NA
"Dalbergia spruceana","Benth.",NA
"Deguelia",NA,NA
"Deguelia negrensis","(Benth.) Taub.",NA
"Lonchocarpus",NA,NA
"Deguelia scandens","Aubl.",NA
"Lonchocarpus spiciflorus","Mart. ex Benth.",NA
"Delonix",NA,NA
"Delonix regia","(Bojer ex Hook.) Raf.",NA
"Derris",NA,NA
"Desmodium",NA,NA
"Desmodium adscendens","(Sw.) DC.",NA
"Desmodium affine","Schltdl.",NA
"Desmodium axillare","(Sw.) DC.",NA
"Desmodium barbatum","(L.) Benth.",NA
"Desmodium leiocarpum","(Spreng.) G.Don",NA
"Desmodium wydlerianum","Urb.",NA
"Dialium",NA,NA
"Dialium guianense","(Aubl.) Sandwith",NA
"Dioclea",NA,NA
"Dioclea bicolor","Benth.",NA
"Dioclea erecta","Hoehne",NA
"Dioclea guianensis","Benth.",NA
"Dioclea huberi","Ducke",NA
"Dioclea macrocarpa","Huber",NA
"Dioclea ucayalina","Harms",NA
"Dioclea virgata","(Rich.) Amshoff",NA
"Diplotropis",NA,NA
"Diplotropis peruviana","J.F.Macbr.",NA
"Diplotropis purpurea","(Rich.) Amshoff",NA
"Dipteryx",NA,NA
"Dipteryx ferrea","(Ducke) Ducke",NA
"Dipteryx odorata","(Aubl.) Willd.",NA
"Dussia",NA,NA
"Dussia tessmannii","Harms",NA
"Entada",NA,NA
"Entada polystachya","(L.) DC.",NA
"Entada polystachya var. polyphylla","(L.) DC.","(Benth.) Barneby"
"Enterolobium",NA,NA
"Enterolobium barnebianum","Mesquita & M.F.Silva",NA
"Enterolobium maximum","Ducke",NA
"Enterolobium schomburgkii","(Benth.) Benth.",NA
"Erythrina",NA,NA
"Erythrina amazonica","Krukoff",NA
"Erythrina fusca","Lour.",NA
"Erythrina poeppigiana","(Walp.) O.F.Cook",NA
"Erythrina verna","Vell.",NA
"Hydrochorea corymbosa","(Rich.) Barneby & J.W.Grimes",NA
"Hymenaea",NA,NA
"Hymenaea courbaril","L.",NA
"Hymenaea intermedia","Ducke",NA
"Hymenaea oblongifolia","Huber",NA
"Hymenaea oblongifolia var. oblongifolia","Huber",NA
"Hymenaea parvifolia","Huber",NA
"Hymenolobium",NA,NA
"Hymenolobium nitidum","Benth.",NA
"Indigofera",NA,NA
"Indigofera suffruticosa","Mill.",NA
"Inga acreana","Harms",NA
"Inga alba","(Sw.) Willd.",NA
"Inga auristellae","Harms",NA
"Inga barbata","Benth.",NA
"Inga bourgonii","(Aubl.) DC.",NA
"Inga brachyrhachis","Harms",NA
"Inga bullatorugosa","Ducke",NA
"Inga calantha","Ducke",NA
"Inga capitata","Desv.",NA
"Inga cayennensis","Sagot ex Benth.",NA
"Inga cecropietorum","Ducke",NA
"Inga chartacea","Poepp. & Endl.",NA
"Inga ciliata","C.Presl",NA
"Inga ciliata subsp. subcapitata","C.Presl","T.D.Penn."
"Inga cinnamomea","Spruce ex Benth.",NA
"Inga coruscans","Humb. & Bonpl. ex Willd.",NA
"Inga cylindrica","(Vell.) Mart.",NA
"Inga edulis","Mart.",NA
"Inga gracilifolia","Ducke",NA
"Inga gracilior","Sprague",NA
"Inga grandiflora","Ducke",NA
"Inga grandis","T.D.Penn.",NA
"Inga heterophylla","Willd.",NA
"Inga ingoides","(Rich.) Willd.",NA
"Inga laurina","(Sw.) Willd.",NA
"Inga leiocalycina","Benth.",NA
"Inga longipes","Benth.",NA
"Inga macrophylla","Humb. & Bonpl. ex Willd.",NA
"Inga marginata","Willd.",NA
"Inga microcoma","Harms",NA
"Inga nobilis","Willd.",NA
"Inga nobilis subsp. nobilis","Willd.",NA
"Inga nobilis subsp. quaternata","Willd.","(Poepp. & Endl.) T.D.Penn."
